Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral.1,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral.1,Creche Parcial.1,Pré-Escola Integral.1,Pré-Escola Parcial.1,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio,Total Matriculados
Claraval,42.0,0.0,0.0,115.0,240.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0
Claro dos Poções,0.0,83.0,0.0,180.0,297.0,18.0,0.0,17.0,73.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0
Cláudio,73.0,214.0,0.0,530.0,1143.0,147.0,469.0,50.0,304.0,0.0,0.0,0.0,0.0,86.0,79.0,34.0,0.0,0.0,120.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3274.0
Coimbra,51.0,47.0,0.0,145.0,284.0,44.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0
Coluna,0.0,0.0,0.0,176.0,118.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,17.0,0.0,72.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,641.0
Comendador Gomes,45.0,0.0,0.0,62.0,218.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0
Comercinho,91.0,0.0,0.0,159.0,219.0,194.0,0.0,101.0,74.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851.0
Conceição da Aparecida,122.0,0.0,49.0,180.0,457.0,133.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1068.0
Conceição da Barra de Minas,0.0,0.0,0.0,83.0,197.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0
Conceição das Alagoas,412.0,6.0,0.0,621.0,1780.0,0.0,685.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,26.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3733.0
Conceição das Pedras,0.0,20.0,0.0,56.0,94.0,9.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0
Conceição de Ipanema,38.0,0.0,0.0,87.0,0.0,170.0,0.0,193.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.0
Conceição do Mato Dentro,21.0,61.0,0.0,485.0,437.0,157.0,144.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,18.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1404.0
Conceição do Pará,0.0,32.0,0.0,102.0,0.0,90.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0
Conceição do Rio Verde,127.0,0.0,0.0,222.0,528.0,35.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,30.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0
Conceição dos Ouros,161.0,0.0,0.0,251.0,594.0,63.0,0.0,60.0,84.0,0.0,0.0,0.0,0.0,24.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0
Cônego Marinho,28.0,33.0,55.0,113.0,0.0,227.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0
Confins,10.0,103.0,0.0,180.0,372.0,0.0,128.0,0.0,31.0,0.0,0.0,0.0,0.0,36.0,30.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0
Congonhal,121.0,0.0,0.0,186.0,587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0
Congonhas,190.0,117.0,0.0,1230.0,2045.0,0.0,1714.0,0.0,1563.0,0.0,0.0,0.0,0.0,98.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,7199.0
Congonhas do Norte,0.0,0.0,0.0,92.0,35.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0
Conquista,33.0,12.0,0.0,133.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0
Conselheiro Lafaiete,551.0,0.0,143.0,2086.0,4048.0,276.0,2672.0,57.0,331.0,0.0,0.0,0.0,0.0,150.0,32.0,202.0,0.0,0.0,0.0,20.0,0.0,42.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,10688.0
Conselheiro Pena,40.0,57.0,35.0,372.0,626.0,91.0,92.0,61.0,205.0,0.0,0.0,0.0,0.0,17.0,5.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1647.0
Consolação,25.0,13.0,0.0,42.0,56.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0
Contagem,67.0,1215.0,20.0,7342.0,20695.0,0.0,15508.0,0.0,2156.0,0.0,0.0,0.0,0.0,1316.0,456.0,2977.0,0.0,0.0,1465.0,388.0,590.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54758.0
Coqueiral,0.0,50.0,0.0,189.0,40.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0
Coração de Jesus,152.0,72.0,0.0,514.0,148.0,222.0,82.0,90.0,0.0,0.0,0.0,0.0,0.0,25.0,13.0,20.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0
Cordisburgo,0.0,0.0,0.0,152.0,221.0,19.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0
Cordislândia,34.0,0.0,0.0,79.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0
Corinto,142.0,0.0,0.0,453.0,1470.0,14.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,4.0,86.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2672.0
Coroaci,59.0,55.0,0.0,226.0,385.0,230.0,54.0,165.0,4.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.0
Coromandel,333.0,0.0,0.0,500.0,309.0,59.0,356.0,22.0,222.0,0.0,0.0,0.0,0.0,78.0,35.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0
Coronel Fabriciano,1076.0,401.0,42.0,1956.0,232.0,0.0,251.0,0.0,4008.0,0.0,0.0,0.0,0.0,53.0,18.0,527.0,0.0,0.0,354.0,26.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,9118.0
Coronel Murta,0.0,137.0,0.0,199.0,436.0,52.0,279.0,0.0,15.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129.0
Coronel Pacheco,0.0,0.0,0.0,66.0,172.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0
Coronel Xavier Chaves,0.0,0.0,0.0,83.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.0
Córrego Danta,36.0,0.0,0.0,46.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0
Córrego do Bom Jesus,0.0,0.0,0.0,55.0,183.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0
Córrego Fundo,83.0,0.0,34.0,113.0,262.0,0.0,108.0,0.0,75.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0
Córrego Novo,67.0,0.0,0.0,78.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0
Couto de Magalhães de Minas,56.0,53.0,8.0,125.0,257.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0
Crisólita,86.0,0.0,0.0,122.0,433.0,12.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.0
Cristais,138.0,0.0,78.0,143.0,556.0,109.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0
Cristália,0.0,33.0,0.0,169.0,392.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0
Cristiano Otoni,0.0,0.0,0.0,135.0,337.0,29.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701.0
Cristina,85.0,0.0,27.0,212.0,313.0,146.0,0.0,14.0,198.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0
Crucilândia,12.0,12.0,0.0,108.0,282.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0
Cruzeiro da Fortaleza,77.0,16.0,0.0,117.0,359.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0
Cruzília,189.0,0.0,0.0,260.0,435.0,22.0,332.0,18.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1366.0
Cuparaque,0.0,0.0,0.0,120.0,205.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0
Curral de Dentro,24.0,16.0,0.0,241.0,472.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0
Curvelo,259.0,0.0,0.0,1613.0,4015.0,461.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,109.0,35.0,119.0,0.0,0.0,507.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,7176.0
Datas,119.0,0.0,0.0,159.0,248.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.0
Delfim Moreira,0.0,0.0,0.0,173.0,353.0,73.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0
Delfinópolis,0.0,49.0,0.0,158.0,361.0,82.0,16.0,76.0,100.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,91.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0
Delta,95.0,32.0,0.0,245.0,804.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951.0
Descoberto,91.0,0.0,0.0,98.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0
Desterro de Entre Rios,0.0,0.0,0.0,129.0,99.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0
Desterro do Melo,0.0,0.0,0.0,74.0,158.0,36.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0
Diamantina,8.0,638.0,0.0,989.0,662.0,338.0,262.0,120.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,19.0,0.0,74.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3181.0
Diogo de Vasconcelos,0.0,22.0,0.0,67.0,36.0,40.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0
Dionísio,0.0,0.0,0.0,149.0,161.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0
Divinésia,0.0,91.0,0.0,101.0,0.0,0.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
Divino,84.0,0.0,0.0,287.0,647.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,22.0,0.0,148.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1631.0
Divino das Laranjeiras,0.0,78.0,0.0,118.0,1.0,2.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,4.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0
Divinolândia de Minas,62.0,0.0,0.0,208.0,432.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
Divinópolis,49.0,1508.0,61.0,3545.0,4574.0,219.0,2924.0,68.0,69.0,0.0,0.0,0.0,0.0,491.0,316.0,303.0,0.0,0.0,141.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14284.0
Divisa Alegre,15.0,53.0,0.0,162.0,587.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0
Divisa Nova,65.0,0.0,0.0,154.0,382.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,708.0
Divisópolis,65.0,0.0,0.0,202.0,600.0,78.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973.0
Dom Bosco,0.0,43.0,0.0,93.0,46.0,67.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0
Dom Cavati,0.0,0.0,0.0,137.0,295.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0
Dom Joaquim,0.0,115.0,0.0,121.0,0.0,79.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353.0
Dom Silvério,71.0,0.0,0.0,85.0,243.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0
Dom Viçoso,0.0,0.0,0.0,76.0,104.0,54.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0
Dona Eusébia,0.0,0.0,0.0,160.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.0
Dores de Campos,81.0,0.0,0.0,211.0,513.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,906.0
Dores de Guanhães,53.0,20.0,0.0,113.0,243.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0
Dores do Indaiá,101.0,0.0,0.0,175.0,346.0,0.0,474.0,0.0,139.0,0.0,0.0,0.0,0.0,29.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1291.0
Dores do Turvo,0.0,0.0,0.0,117.0,178.0,29.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0
Doresópolis,22.0,0.0,0.0,26.0,95.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0
Douradoquara,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0
Durandé,15.0,12.0,14.0,164.0,185.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0
Elói Mendes,259.0,0.0,0.0,540.0,979.0,240.0,361.0,237.0,104.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2790.0
Engenheiro Caldas,0.0,0.0,0.0,376.0,759.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1439.0
Engenheiro Navarro,0.0,0.0,0.0,169.0,387.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.0
Entre Folhas,70.0,0.0,0.0,115.0,357.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0
Entre Rios de Minas,54.0,0.0,57.0,199.0,516.0,101.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0
Ervália,90.0,22.0,0.0,450.0,356.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,1453.0
Esmeraldas,0.0,0.0,0.0,1656.0,1796.0,1761.0,598.0,1327.0,933.0,0.0,0.0,0.0,0.0,87.0,0.0,590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8748.0
Espera Feliz,242.0,101.0,13.0,570.0,260.0,182.0,0.0,146.0,104.0,0.0,0.0,0.0,0.0,68.0,20.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1985.0
Espinosa,421.0,55.0,0.0,603.0,323.0,506.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,11.0,5.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0
Espírito Santo do Dourado,77.0,0.0,0.0,130.0,134.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0
Estiva,35.0,89.0,0.0,256.0,50.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
Estrela Dalva,0.0,43.0,0.0,63.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0
Estrela do Indaiá,37.0,0.0,0.0,40.0,40.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0
Estrela do Sul,0.0,97.0,0.0,136.0,204.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0
Eugenópolis,90.0,0.0,0.0,193.0,366.0,0.0,32.0,0.0,171.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0
Ewbank da Câmara,0.0,42.0,0.0,104.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0
Extrema,979.0,0.0,644.0,304.0,1273.0,512.0,1371.0,202.0,586.0,0.0,0.0,0.0,0.0,143.0,32.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6226.0
Fama,0.0,0.0,0.0,57.0,106.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0
Faria Lemos,0.0,18.0,0.0,112.0,153.0,7.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,19.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0
Felício dos Santos,80.0,16.0,0.0,137.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0
Felisburgo,27.0,83.0,0.0,176.0,439.0,53.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0
