Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral.1,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral.1,Creche Parcial.1,Pré-Escola Integral.1,Pré-Escola Parcial.1,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio,Total Matriculados
Monte Formoso,0.0,15.0,0.0,109.0,218.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0
Monte Santo de Minas,256.0,49.0,152.0,233.0,889.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,52.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1919.0
Monte Sião,384.0,76.0,250.0,220.0,1126.0,111.0,688.0,102.0,0.0,0.0,0.0,0.0,0.0,67.0,28.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3162.0
Montes Claros,427.0,3234.0,173.0,6076.0,5183.0,761.0,2710.0,616.0,8053.0,0.0,0.0,0.0,0.0,961.0,627.0,763.0,0.0,44.0,72.0,559.0,23.0,939.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,31525.0
Montezuma,0.0,72.0,0.0,152.0,188.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616.0
Morada Nova de Minas,210.0,0.0,0.0,190.0,451.0,87.0,287.0,74.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0
Morro da Garça,30.0,0.0,0.0,62.0,123.0,29.0,196.0,22.0,60.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0
Morro do Pilar,0.0,0.0,0.0,79.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
Munhoz,0.0,31.0,0.0,157.0,348.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0
Muriaé,895.0,379.0,506.0,1466.0,3164.0,94.0,1361.0,48.0,457.0,0.0,0.0,0.0,0.0,369.0,111.0,90.0,0.0,0.0,36.0,17.0,15.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9041.0
Mutum,0.0,0.0,21.0,570.0,490.0,442.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,18.0,0.0,0.0,0.0,75.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.0
Muzambinho,174.0,0.0,56.0,256.0,739.0,159.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,1766.0
Nacip Raydan,0.0,0.0,0.0,53.0,148.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0
Nanuque,172.0,0.0,16.0,619.0,565.0,71.0,369.0,84.0,111.0,0.0,0.0,0.0,0.0,29.0,0.0,159.0,0.0,0.0,57.0,0.0,0.0,21.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,2332.0
Naque,0.0,117.0,0.0,189.0,503.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,16.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0
Natalândia,34.0,38.0,0.0,92.0,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0
Natércia,81.0,0.0,41.0,26.0,129.0,11.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,10.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0
Nazareno,47.0,50.0,0.0,189.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0
Nepomuceno,107.0,0.0,40.0,414.0,678.0,108.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,34.0,23.0,14.0,0.0,0.0,206.0,0.0,21.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1788.0
Ninheira,0.0,110.0,0.0,248.0,295.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.0
Nova Belém,0.0,72.0,0.0,90.0,146.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0
Nova Era,12.0,132.0,22.0,390.0,879.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,19.0,0.0,39.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.0
Nova Lima,1046.0,237.0,77.0,1719.0,4726.0,0.0,225.0,0.0,182.0,0.0,0.0,0.0,0.0,206.0,96.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8830.0
Nova Módica,0.0,0.0,0.0,93.0,229.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0
Nova Ponte,0.0,210.0,0.0,381.0,952.0,77.0,556.0,67.0,0.0,0.0,0.0,0.0,0.0,201.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2470.0
Nova Porteirinha,95.0,0.0,32.0,122.0,155.0,169.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0
Nova Resende,173.0,0.0,23.0,332.0,937.0,212.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1872.0
Nova Serrana,976.0,0.0,0.0,2429.0,4425.0,453.0,3028.0,181.0,611.0,0.0,0.0,0.0,0.0,108.0,0.0,47.0,0.0,0.0,0.0,25.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12320.0
Nova União,0.0,0.0,0.0,145.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0
Novo Cruzeiro,158.0,158.0,0.0,637.0,358.0,595.0,341.0,119.0,97.0,0.0,0.0,0.0,0.0,26.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2562.0
Novo Oriente de Minas,91.0,0.0,0.0,255.0,208.0,292.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1014.0
Novorizonte,74.0,0.0,0.0,114.0,0.0,317.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0
Olaria,0.0,0.0,0.0,44.0,106.0,13.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0
Olhos-dÁgua,10.0,61.0,0.0,159.0,356.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
Olímpio Noronha,0.0,0.0,0.0,57.0,181.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0
Oliveira,314.0,72.0,0.0,685.0,887.0,126.0,310.0,0.0,96.0,0.0,0.0,0.0,0.0,96.0,63.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2712.0
Oliveira Fortes,0.0,14.0,0.0,30.0,48.0,0.0,89.0,0.0,50.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0
Onça de Pitangui,0.0,34.0,0.0,76.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0
Oratórios,37.0,37.0,0.0,141.0,347.0,0.0,316.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929.0
Orizânia,22.0,34.0,7.0,212.0,308.0,157.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.0
Ouro Branco,251.0,178.0,0.0,824.0,1562.0,219.0,1135.0,115.0,273.0,0.0,0.0,0.0,0.0,78.0,0.0,139.0,0.0,0.0,139.0,88.0,0.0,87.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,5140.0
Ouro Fino,277.0,0.0,214.0,332.0,140.0,219.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0
Ouro Preto,711.0,195.0,37.0,1414.0,2409.0,245.0,1875.0,0.0,79.0,0.0,0.0,0.0,0.0,100.0,12.0,223.0,0.0,112.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,7522.0
Ouro Verde de Minas,0.0,30.0,0.0,134.0,133.0,87.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0
Padre Carvalho,0.0,0.0,0.0,112.0,368.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0
Padre Paraíso,11.0,178.0,0.0,256.0,309.0,464.0,0.0,523.0,42.0,0.0,0.0,0.0,0.0,75.0,0.0,19.0,0.0,0.0,64.0,0.0,29.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.0
Pai Pedro,0.0,119.0,0.0,113.0,288.0,78.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0
Paineiras,47.0,0.0,0.0,97.0,208.0,16.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.0
Pains,70.0,52.0,22.0,130.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0
Paiva,0.0,13.0,0.0,24.0,76.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
Palma,74.0,0.0,0.0,89.0,273.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.0
Palmópolis,0.0,0.0,0.0,165.0,384.0,32.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627.0
Papagaios,57.0,117.0,0.0,331.0,960.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,22.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.0
Pará de Minas,1532.0,152.0,0.0,1895.0,2135.0,345.0,1233.0,195.0,33.0,0.0,0.0,0.0,0.0,138.0,101.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,7978.0
Paracatu,622.0,37.0,0.0,1822.0,2513.0,586.0,984.0,411.0,0.0,0.0,0.0,0.0,0.0,271.0,212.0,452.0,0.0,702.0,0.0,18.0,0.0,88.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,8827.0
Paraguaçu,185.0,57.0,197.0,242.0,802.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,41.0,0.0,0.0,0.0,63.0,0.0,37.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0
Paraisópolis,0.0,0.0,0.0,374.0,992.0,0.0,39.0,0.0,69.0,0.0,0.0,0.0,0.0,64.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1630.0
Paraopeba,145.0,69.0,50.0,467.0,969.0,119.0,314.0,82.0,0.0,0.0,0.0,0.0,0.0,94.0,36.0,181.0,0.0,196.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.0
Passa Quatro,0.0,60.0,0.0,270.0,42.0,169.0,0.0,0.0,133.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0
Passa Tempo,0.0,0.0,0.0,150.0,376.0,0.0,73.0,0.0,25.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
Passa-Vinte,0.0,16.0,0.0,36.0,124.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322.0
Passabém,0.0,12.0,0.0,27.0,0.0,16.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
Passos,620.0,18.0,496.0,1799.0,2933.0,210.0,236.0,148.0,1145.0,0.0,0.0,0.0,0.0,92.0,50.0,31.0,0.0,0.0,360.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,8242.0
Patis,148.0,0.0,0.0,129.0,131.0,38.0,58.0,83.0,210.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.0
Patos de Minas,1280.0,0.0,0.0,2131.0,1785.0,351.0,1063.0,264.0,312.0,0.0,0.0,0.0,0.0,78.0,36.0,139.0,0.0,0.0,156.0,0.0,123.0,11.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,7813.0
Patrocínio,398.0,0.0,345.0,1486.0,1754.0,369.0,977.0,255.0,88.0,0.0,0.0,0.0,0.0,216.0,21.0,103.0,0.0,0.0,904.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,7028.0
Patrocínio do Muriaé,0.0,66.0,0.0,125.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0
Paula Cândido,0.0,60.0,0.0,210.0,471.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0
Paulistas,0.0,0.0,0.0,121.0,292.0,99.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,25.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,678.0
Pavão,0.0,0.0,0.0,143.0,147.0,37.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0
Peçanha,0.0,0.0,0.0,324.0,0.0,514.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.0
Pedra Azul,0.0,269.0,0.0,533.0,1302.0,174.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,18.0,0.0,0.0,0.0,74.0,0.0,67.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.0
Pedra Bonita,61.0,13.0,0.0,195.0,0.0,417.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1071.0
Pedra do Anta,0.0,0.0,0.0,72.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0
Pedra do Indaiá,31.0,0.0,0.0,84.0,181.0,67.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0
Pedra Dourada,0.0,28.0,0.0,66.0,199.0,0.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0
Pedralva,0.0,0.0,0.0,214.0,486.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,956.0
Pedras de Maria da Cruz,97.0,0.0,19.0,184.0,465.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0
Pedrinópolis,22.0,66.0,0.0,68.0,167.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0
Pedro Leopoldo,540.0,0.0,0.0,1663.0,1932.0,179.0,1776.0,0.0,163.0,0.0,0.0,0.0,0.0,103.0,67.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6695.0
Pedro Teixeira,0.0,0.0,0.0,45.0,110.0,14.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0
Pequeri,20.0,29.0,0.0,91.0,202.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,9.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0
Pequi,32.0,42.0,0.0,81.0,208.0,13.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0
Perdigão,261.0,0.0,0.0,319.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.0
Perdizes,410.0,110.0,85.0,343.0,805.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1896.0
Perdões,101.0,0.0,0.0,375.0,708.0,52.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0
Periquito,253.0,57.0,0.0,191.0,550.0,0.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,37.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1547.0
Pescador,0.0,0.0,0.0,110.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0
Piau,0.0,0.0,0.0,54.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0
Piedade de Caratinga,106.0,0.0,0.0,248.0,600.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0
Piedade de Ponte Nova,44.0,18.0,34.0,64.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0
Piedade do Rio Grande,0.0,0.0,0.0,91.0,173.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0
Piedade dos Gerais,0.0,0.0,0.0,108.0,129.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0
Pimenta,0.0,0.0,0.0,187.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,0.0,27.0,14.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0
Pingo-dÁgua,58.0,70.0,0.0,117.0,307.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0
Pintópolis,63.0,0.0,0.0,164.0,399.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0
Piracema,22.0,24.0,0.0,138.0,0.0,83.0,0.0,42.0,55.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0
Pirajuba,57.0,57.0,29.0,136.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0
Piranga,0.0,34.0,0.0,318.0,272.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0
Piranguçu,32.0,0.0,0.0,128.0,190.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0
Piranguinho,8.0,50.0,0.0,193.0,498.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0
Pirapetinga,0.0,147.0,0.0,176.0,546.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,1273.0
Pirapora,697.0,0.0,0.0,1099.0,1981.0,0.0,71.0,0.0,679.0,0.0,0.0,0.0,0.0,250.0,178.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,5044.0
Piraúba,75.0,0.0,0.0,260.0,719.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1081.0
Pitangui,193.0,157.0,0.0,484.0,207.0,155.0,293.0,88.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1692.0
Piumhi,449.0,0.0,0.0,552.0,1117.0,14.0,0.0,0.0,312.0,0.0,0.0,0.0,0.0,66.0,29.0,33.0,0.0,0.0,74.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2736.0
